Time,Date,ID,Q24,Q26,Q27,Q28,Q29_1,Q54,Q58,Q59,Q60,Q61_1,Q47,Q41,Q1,Q1_3_TEXT,Q2,Q3,Q34
581,12/7/18 9:42,R_1EXPTSYMXHkvsul,,,,,,"A small country was ruled from a strong fortress by a dictator. The fortress was situated in the middle of the country, surrounded by farms and villages. Many roads led to the fortress through the countryside. A rebel general vowed to capture the fortress. The general knew that an attack by his entire army would capture the fortress. He gathered his army at the head of one of the roads, ready to launch a full-scale direct attack. However, the general then learned that the dictator had planted mines on each of the roads. The mines were set so that small bodies of men could pass over them safely, since the dictator needed to move his troops and workers to and from the fortress. However, any large force would detonate the mines. Not only would this blow up the road, but it would also destroy many neighboring villages. It therefore seemed impossible to capture the fortress. However, the general devised a simple plan. He divided his army into small groups and dispatched each group to the head of a different road. When all was ready he gave the signal and each group marched down a different road. Each group continued down its road to the fortress so that the entire army arrived together at the fortress at the same time. In this way, the general captured the fortress and overthrew the dictator.","One night a fire broke out in a wood shed full of timber on Mr. Johnson‰Ûªs place. As soon as he saw flames he sounded the alarm, and within minutes dozens of neighbors were on the scene armed with buckets. The shed was already burning fiercely, and everyone was afraid that if it wasn‰Ûªt controlled quickly the house would go up next. Fortunately, the shed was right beside a lake, so there was plenty of water available. If a large volume of water could hit the fire at the same time, it would be extinguished. But with only small buckets to work with, it was hard to make any headway. The fire seemed to evaporate each bucket of water before it hit the wood. It looked like the house was doomed. Just then the fire chief arrived. He immediately took charge and organized everyone. He had everyone fill their bucket and then wait in a circle surrounding the burning shed. As soon as the last man was prepared, the chief gave a shout and everyone threw their bucket of water at the tire. The force of all the water together dampened the fire right down, and it was quickly brought under control, Mr. Johnson was relieved that his house was saved, and the village council voted the tire chief a raise in pay.",Intermediate,YES THE STORIES ARE SEEMS TO BE A LITTLE SIMILAR,Neutral,SOME WHAT LIKE A DE RADIATION PROCUDURE CAN BE DONE,YES THE SAME LIKE THE STORY,Male,,Other,18 - 24,NOTHING
365,12/7/18 9:42,R_3soj0q5exUWzKPP,,,,,,"A small country was ruled from a strong fortress by a dictator. The fortress was situated in the middle of the country, surrounded by farms and villages. Many roads led to the fortress through the countryside. A rebel general vowed to capture the fortress. The general knew that an attack by his entire army would capture the fortress It therefore seemed impossible to capture the fortress. However, the general devised a simple plan. He divided his army into small groups and dispatched each group to the head of a different road. When all was ready he gave the signal and each group marched down a different road. Each group continued down its road to the fortress so that the entire army arrived together at the fortress at the same time. In this way, the general captured the fortress and overthrew the dictator.","One night a fire broke out in a wood shed full of timber on Mr. Johnson‰Ûªs place. As soon as he saw flames he sounded the alarm, and within minutes dozens of neighbors were on the scene armed with buckets The force of all the water together dampened the fire right down, and it was quickly brought under control, Mr. Johnson was relieved that his house was saved, and the village council voted the tire chief a raise in pay.",Good,"Describe as clearly as possible the ways in which the situations in the two stories seemed similar. 
One night a fire broke out in a wood shed full of timber on Mr. Johnson‰Ûªs place. As soon as he saw flames he sounded the alarm, and within minutes dozens of neighbors were on the scene armed with buckets.",Agree,Yes will be type of procedure might be used to destroy the tumor with the rays.,yes  procedure might be used to destroy avoid destroying the healthy tissue.,Male,,South Asian or Indian American,25 - 34,This is very good task.
588,12/7/18 9:42,R_3oYEfjPOGs9YY9m,"The general wanted to capture a fortress.  Ther were many roads that led up to the fortress and the roads had mines on them that if set off would destroy the people and the neighboring villages.  However, small bodies of men could cross over the mines without setting them off.  Thus the general had his army split up into several smaller bodies and they marched up the fortress and overtook it.",There was a fire and it was a wood shed.  The Fire Chief had all of the people get buckets of water and surround the fire in a circle.  They all threw water on the fire at once and this put out the fire.  So many smaller people working together as a whole were able to put out the fire.,Good,They were similar in that it required groups of smaller individuals to surround something in order to accomplish one common goal.,Agree,,,,,,The doctor should set up may rays that circle the tumor such that each ray is of low intensity and won't damage the healthy tissue.  But collectively they will have enough force or intensity to destroy the tumor.,Set up many rays in a circle around the tumor.  Make sure the rays are of low intensity so that they won't harm the healthy tissue.  But collectively from the many angles they will combine to a high intensity to kill the tumor.,Female,,Non-Hispanic White or Euro-American,35 - 44,"You should extend the lenght of your timer on the HIT, many people will probably not be able to complete this in under 12 minutes."
550,12/7/18 9:42,R_BAfAq2byllvqFgt,"syn: summary, brief, digest, synopsis are terms for a short version of a longer work. A summary is a brief statement or restatement of main points, esp. as a conclusion to a work: a summary of a chapter. A brief is a concise statement, usu. of the main points of a legal case: The attorney filed a brief.
","
Fire Department Management and the Union Need to Work Together
POSTMARKS  NOVEMBER 3, 2009
""...Dear Editor, As a member of the American Fire Service and someone who loves the city of Austin, I have kept a close watch from a distance on the department and city, from the hiring of J.J. Adame through the current situation...""",Good,"A hallmark of effective writers is the ability to express the desired message in as few words as possible. Good writers, in other words, use language which is straightforward and to-the-point. Consider the following examples.
(1) It is widely discussed by employees that many of them will be forced to change jobs and take on new responsibilities when the merger takes place between the two companies.
(2) Before making a decision about whether the person on trial is guilty or innocent in this case, the members of the jury should be sure to carefully think about, ponder and reflect on all of the important and relevant testimony in the case.
Notice how long-winded these sentences are, and how easily they could be shortened and simplified. An important part of revising and editing involves re-phrasing sentences to eliminate excessive wordiness. One way to reduce wordiness is to eliminate redundant words or phrases. Consider example one above. The phrases ""to change jobs"" and ""take on new responsibilities"" are redundant, and could be combined into one short phrase to be expressed more concisely.",Strongly Agree,,,,,,"For tumors that divide slowly, the mass may shrink over a long, extended period after radiation stops. The median time for a prostate cancer to shrink is about 18 months. For colon carcinomas, some may grow more quickly and others may grow more slowly.Apr 30, 2006
","For tumors that divide slowly, the mass may shrink over a long, extended period after radiation stops. The median time for a prostate cancer to shrink is about 18 months. For colon carcinomas, some may grow more quickly and others may grow more slowly.Apr 30, 2006
",Female,,South Asian or Indian American,25 - 34,"good,very nice"
620,12/7/18 9:43,R_1mKHVJtCD6qzelT,,,,,,the small country ruled by dictator surrounded by farms and villages .general capture the fortress army ready to launch a full scale direct attack.large force would detonate the mines the general devised a simple plan .the divided army marched down a different road .finally the general capture the fortress and overthrew the dictador,"At night fire broke Mr. Johnson's place. Dozens of neighbors were on the scene, next large amount of water quantity could hit in the same time its would be extinguished finally the everyone fill the bascket and gave shot on the fire. Mr.johnson relived his house",Good,very dificult,Strongly Agree,block it,find for help,Female,,South Asian or Indian American,18 - 24,very gratefull
629,12/7/18 9:43,R_2AYlkKE3iMw8t5M,,,,,,"There was a fortress that was going to be captured but it was surrounded by land mines.  The only issue was that the mines weren't detonated by small amounts of pressure, only by heavy objects.  The general who wanted to capture the fortress decided to send his troops split into small groups along the several different roads leading to the fortress to avoid detonation.  He arrived at the fortress with all his troops intact and was able to take control of the fortress.","A wood shed caught on fire and was going to burn down the house that was close by.  The people in the area attempted to take water from the lake in small buckets one by one and throw them out on the fire.  However, this amount of water was too small and it would just evaporate.  That's when the fire chief arrived.  he had everyone available grab a bucket of water from the lake and surround the fire and then all at once throw their water bucket onto the fire causing it to go down.  The fire then was controlled saving the nearby residence.",Intermediate,"The stories were similar in the fact that both solutions, the fire and defeating the fortress, required small amounts of people or water to gather at one location and commit to a single purpose at a given time to accomplish the goal.",Agree,"I'm not too certain the answer to this since it's impossible to operate on the patient per the text.  If I had to speculate, they would try to blast the area with several low impact rays focused on one area that would become a high intensity beam below the healthy tissue.  This might eradicate the tumor.","As in the previous comment, the would use several low intensity rays to get past the healthy tissue and focus them on gathering in the area of the tumor to eradicate it.",Male,,Non-Hispanic White or Euro-American,25 - 34,"Everything was clear in regards to the questions, there was a typo or two in the fire chief story where it referred to ""tire"" instead of ""fire""."
442,12/7/18 9:43,R_1F2jOYIoP3HVeQv,"A general wanted to take a fort that was controlled by a dictator.  the dictator placed mines on the road that would kill any large force of men.  the general broke his army into two groups though, and on his word, marched down two different roads at the same time.","A mand shed was burning, and it was encroaching on the house.  The neighbors all came to help, and filled up buckets at the adjacent lake.  however, one at a time they weren't able to put out the fire.  The fire chief showed up though, and had them all fill up their buckets and wait in a circle around the shed.  On the chief's word, they all threw the water at once and it put out the fire.  the fire chief was then voted to get a raise.",Good,"they both utilized the principle that if a certain amount of force is needed, it may be needed all at once.",Agree,,,,,,"multiple rays from multiple places, so it doesn't attack healthy tissue with a great strength, but only hits the tumor.","I would attack with different rays from different places to avoid attacking healthy tissue, but instead focus the rays on the tumor.",Male,,Non-Hispanic White or Euro-American,25 - 34,
483,12/7/18 9:43,R_1o20pu8k1HO5Lyk,fire to the johnson house,fire story,Good,yes,Agree,,,,,,good,yes,Male,,East Asian or Asian American,25 - 34,good
320,12/7/18 9:44,R_1g1Ggmi1YHcU00e,the general want to capture the fortress. but mines are placed around the fortress. so he decided to dispatch those troops to small groups to march the fortress. then he capture the dictator and the fortress safely.,the fire chief story is the best story of all. because there is more moral logics and ethics are placed,Good,good study at all on those stories,Strongly Agree,,,,,,radiation must be stopped before it will be a worst pollution,kindly stop the radiation problem,Male,,South Asian or Indian American,25 - 34,good study
639,12/7/18 9:44,R_2PkaGbfTrqMWslS,,,,,,"A small country was ruled from a strong fortress by a dictator.The fortress was situated in the middle of the country, surrounded by farms and villages.A rebel general vowed to capture the fortress. The general knew that an attack by his entire army would capture the fortress.The mines were set so that small
 bodies of men could pass over them safely, since the dictator needed to move his troops and workers to and 
from the fortress. However, any large force would detonate the mines. Not only would this blow up the road,
 but it would also destroy many neighboring villages. It therefore seemed impossible to capture the fortress
. However, the general devised a simple plan. He divided his army into small groups and dispatched each group
 to the head of a different road. When all was ready he gave the signal and group marched down adifferent road.
 Each group continued down its road to the fortress so that the entire army arrived together at the 
fortress at the same time. In this way, the general captured the fortress and overthrew the dictator.","One night a fire broke out in a wood shed full of timber on Mr. Johnson‰Ûªs place.As soon as he saw flames he sounded the alarm, and within minutes dozens of neighbors 
were on the scene armed with buckets. The shed was already burning fiercely, and everyone was
 afraid that if it wasn‰Ûªt controlled quickly the house would go up next. Fortunately, the shed was
 right beside a lake, so there was plenty of water available. If a large volume of water could hit
 the fire at the same time, it would be extinguished. But with only small buckets to work with, it
 was hard to make any headway. The fire seemed to evaporate each bucket of water before it hit the wood.
 It looked like the house was doomed. Just then the fire chief arrived. He immediately took charge and
 organized everyone. He had everyone fill their bucket and then wait in a circle surrounding the burning shed.
 As soon as the last man was prepared, the chief gave a shout and everyone threw their bucket of water at the 
tire. The force of all the water together dampened the fire right down, and it was quickly brought under control
, Mr. Johnson was relieved that his house was saved, and the village council voted the tire chief raise in pay.",Good,its two are interesting,Neutral,take preventions,take preventions,Female,,East Asian or Asian American,25 - 34,good
483,12/7/18 9:45,R_1Ecbfh4Rqtg6eOT,A general needs to attack a dictator in a fortress but all the roads leading to it are mined.  The mines are only tripped by large forces so the general wisely divides his army into many smaller ones to travel the roads and arrive at the fortress at the same time to attack.,A wood shed full of timber broke out in fire one night.  The people tried throwing buckets of water but the fire was too strong.  A fire chief arrived and had everyone fill their buckets and throw them at once so as to overwhelm the fire.,Good,They both involve the combining of a force from many directions to overwhelm an obstacle.,Agree,,,,,,I would use many low power rays fro different directions that pass harmlessly through normal tissue that converge at the tumor and are then strong enough to destroy it.,I would use many low power rays fro different directions that pass harmlessly through normal tissue that converge at the tumor and are then strong enough to destroy it.,Male,,Non-Hispanic White or Euro-American,55 - 64,no issues
849,12/7/18 9:45,R_239TdGJRdOjNp6T," The general knew that an attack by his entire army would capture the fortress. He gathered his army at the head of one of the roads, ready to launch a full-scale direct attack.  since the dictator needed to move his troops and workers to and from the fortress. However, any large force would detonate the mines. Not only would this blow up the road, but it would also destroy many neighboring villages. When all was ready he gave the signal and each group marched down a different road. Each group continued down its road to the fortress so that the entire army arrived together at the fortress at the same time. In this way, the general captured the fortress and overthrew the dictator.","One night a fire broke out in a wood shed full of timber on Mr. Johnson‰Ûªs place. As soon as he saw flames he sounded the alarm, and within minutes dozens of neighbors were on the scene armed with buckets.  The fire seemed to evaporate each bucket of water before it hit the wood. It looked like the house was doomed. Just then the fire chief arrived. He immediately took charge and organized everyone. The force of all the water together dampened the fire right down, and it was quickly brought under control, Mr. Johnson was relieved that his house was saved, and the village council voted the tire chief a raise in pay.",Good,THE GENERAL STORY WAS VERY GOOD. BECAUSE IT WAS VERY EMOTIONAL ONE.HE THINGS SAVE THEIR FRIENDS FOR HIS NATION.HE DID ALL WORK FOR US.,Neutral,,,,,,WE CAN CURE TUMOR WITH RAYS.BECAUSE RAYS KILLS UNWANTED SELES IN OUR BODY.WE CAN TAKE LOTS OF CARE ABOUT OUR BODY.,IT WAS A SAME PROCEDURE.BECAUSE TUMOR AND ENEMIES ARE SAME . WE KILL TUMOR USING RAYS AND WE CAN KILL ENEMIES USING WEAPONS.,Female,,East Asian or Asian American,25 - 34,GOOD
692,12/7/18 9:45,R_3PtLb8f7kO2pJZB,,,,,,"summary, brief, digest, synopsis are terms for a short version of a longer work. A summary is a brief statement or restatement of main points, esp. as a conclusion to a work: a summary of a chapter. A brief is a concise statement, usu. of the main points of a legal case: The attorney filed a brief.","Coordinates various projects requiring organization of staff such as specialized training, vehicle and equipment maintenance, hose testing, pumper testing, hydrant maintenance and uniform and PPE purchases.",Intermediate,"some  different
",Agree," the mass may shrink over a long, extended period after radiation stops. The median time for a prostate cancer to shrink is about 18 months. For colon carcinomas, some may grow more quickly and others may grow more slowly.Apr 30, 2006","oncologists use this type of treatment to destroy cancer cells and slow tumor growth without harming nearby healthy tissue. ... When it is not possible to destroy all of the cancer, doctors may use radiation therapy to shrink tumors and relieve symptoms. This is called palliative radiation therapy.",Female,,South Asian or Indian American,25 - 34,"Increasingly, in order to scout out the top talent, businesses are now throwing curveball questions during the interview process. Asking about seemingly unrelated topics can help give a company a wider snapshot into the person and their life. "
602,12/7/18 9:46,R_560B60jFRRguUKJ,john is a man living in a village. one day the fired in the woodern materials so he pour the water. surprisingly the lake is near to his house.,johnson' s house was fired. so the chief gives the idea to waterise in the fire,Intermediate,two stories are about fire,Agree,,,,,,doctor gives the first aid,because of radiation problem many peoples are affected,Male,,Middle Eastern or Arab American,25 - 34,
1684,12/7/18 9:47,R_9TShob12T5jJt8l,,,,,,"A country was ruled by a dictator from a fortress. This fortress was situated in middle of the country. One of the general decided to take down the dictator. He knew that if his army attacked the dictator's fortress the dictator would go down. So the general started building his army to attack the fortress. But general got to know that the dictator has set mines below the road so if large army would go over it. The road and the army both would be destroyed. So general decided make small groups of army and asked them to go through different roads which will prevent from mines to explode. The army reached the fortress at the same time, attacked the fortress and the dictator was brought down.","One day fire caught up in Mr. Johnson's timber shed. He immediately called for help. People from neighbourhood came with buckets of water to reduce the fire but the fire was too fierce to be stopped just by few buckets of water, indeed the water was evaporated even before it reached the shed. People felt if the fire couldn't be stopped it would reach the house. The fire chief arrived at the place and asked people to make a circle around the shed with bucket full of water and asked to throw water at the shed at the same time. This brought the flame into control and Mr. Johnson survived as well. The fire Chief got a raise in pay from the village.",Good,"The only similarity which I feel between two stories is that in both stories some wanted to grab control over something. In the general story, the general wanted to get control of the fortress where as in Fire chief story the people wanted to have control over the fire.",Disagree,"I feel the first and foremost things is destroy the tumor with the high intensity rays which would keep the patient alive and then with other medical studies patient's healthy tissue health can be improved over time. Also before trying this, the doctor should look for ways to deflect the ray in such a way that it just reaches the tumor and comes back before reaching the health tissue.","The doctor should send the low intensity rays from many different directions to the tumor at the same time this would result in high intensity, destroying the tumor and also preventing the health tissue from being damaged.",Male,,South Asian or Indian American,18 - 24,Everything was clear.
804,12/7/18 9:51,R_1QfjXcN6FTtuvv9,,,,,,The General captured the fortress and overthrew the dictator.,The unity is diversity.,Poor,The situations were not similar in both the stories.,Strongly Disagree,At lower intensities continuously the tumor may destroy and the health will not affect.,"Give the high and lower intensities at a time, so that the tumor will destroyed and the health will not affected.",Male,,South Asian or Indian American,25 - 34,
289,12/7/18 9:51,R_22XKR5mKzuEPhiP,,,,,,"A small country was ruled from a strong fortress by a dictator. The fortress was situated in the middle of the country, surrounded by farms and villages. Many roads led to the fortress through the countryside. A rebel general vowed to capture the fortressHe divided his army into small groups and dispatched each group to the head of a different road. When all was ready he gave the signal and each group marched down a different road. Each group continued down its road to the fortress so that the entire army arrived together at the fortress at the same time. In this way, the general captured the fortress and overthrew the dictator.","One night a fire broke out in a wood shed full of timber on Mr. Johnson‰Ûªs place. As soon as he saw flames he sounded the alarm, and within minutes dozens of neighbors were on the scene armed with buckets. The shed was already burning fiercely, and everyone was afraid that if it wasn‰Ûªt controlled quickly the house would go up next. Fortunately, the shed was right beside a lake, so there was plenty of water available.",Good,yeah this story is very similar.because this story tells killing our enemies.,Agree,rays kills unwanted cells in our body.,yes these two story tells fight against our enemies.because they all want to save our people.,Male,,East Asian or Asian American,18 - 24,good
639,12/7/18 9:52,R_2asH188eSyTJEtE,,,,,,"The mines were set so that small bodies of men could pass over them safely, since the dictator needed to move his troops and workers to and from the fortress. However, any large force would detonate the mines. Not only would this blow up the road, but it would also destroy many neighboring villages. It therefore seemed impossible to capture the fortress. However, the general devised a simple plan. He divided his army into small groups and dispatched each group to the head of a different road. When all was ready he gave the signal and each group marched down a different road","The fire thief  story was said about the heThe shed was already burning fiercely, and everyone was afraid that if it wasn‰Ûªt controlled quickly the house would go up next. Fortunately, the shed was right beside a lake, so there was plenty of water available. If a large volume of water could hit the fire at the same time, it would be extinguished. But with only small buckets to work with, it was hard to make any headway. The fire seemed to evaporate each bucket of water before it hit the wood. It looked like the house was doomed. Just then the fire chief arrived. lp in our friends",Intermediate,the story have a similar concept but he tells about the helping for friends,Neutral,but doctor was ready to faced a stomach treatment for pacent,but the doctor was ready to surgery for turmor stomach pain ,Male,,South Asian or Indian American,25 - 34,good
406,12/7/18 9:52,R_2z73BFCVnTCEWRX,,,,,,"Do not rewrite the original piece.
Keep your summary short.
Use your own wording.
Refer to the central and main ideas of the original piece.
Read with who, what, when, where, why and how questions in mind.
Do not put in your opinion of the issue or topic discussed in the original piece.",".The past six weeks have seen two sworn employees of the Austin Fire Department suspended 60 days for drinking and driving. In an odd twist, in both cases the firefighters were arrested while purchasing food at fast-food restaurants....""",Good,each survey persons are similar eligibility,Agree,yes destroying the tissue,yes,Male,,South Asian or Indian American,25 - 34,very intresting this survey
479,12/7/18 9:53,R_3PgrGKP68ZBZxp7,"A small country was ruled from a strong fortress by a dictator. The fortress was situated in the middle of the country, surrounded by farms and villages.","One night a fire broke out in a wood shed full of timber on Mr. Johnson‰Ûªs place. As soon as he saw flames he sounded the alarm, and within minutes dozens of neighbors were on the scene armed with buckets",Intermediate,Many roads led to the fortress through the countryside. A rebel general vowed to capture the fortress. ,Moderately Agree,,,,,,"t therefore seemed impossible to capture the fortress. However, the general devised a simple plan.",One night a fire broke out in a wood shed full of timber on Mr. Johnson‰Ûªs place. As soon as he saw flames he sounded the alarm,Male,,South Asian or Indian American,25 - 34,good
983,12/7/18 9:53,R_1rvHfMIxgbz6W0u,"A general wanted to invade a fortress controlled by a dictator. He had an army at his disposal to do so, but learned that his army would detonate mines that the dictator had placed on the roads leading to the fortress and that small groups of people would not detonate those mines. So he divided his army into small groups so that they could go over the roads unharmed and could reach the fortress, which his army ultimately conquered.","A fire was burning in a wood shed and although many villagers were throwing water on the fire, they weren't able to control the fire because they were doing it one at a time and a bucket of water at a time did not impact the fire much at all. But when the fire chief showed up, he decided to have all the villagers empty their bucket on the fire at the same time, which was the way to go: the fire was so weakened by that large quantity of water that it became easy to control and ultimately, to extinguish.",Good,"Both stories described a situation where someone realizes that if one can't apply a large amount of force at the same time, it's possible to obtain the same result by applying smaller but more numerous pushes simultaneously. ",Agree,,,,,,"Insert the nozzle of the machine which is emitting the rays inside a hole in the patient's stomach so that the nozzle is positioned directly on the tumor. That way, the rays don't have to go through layers of healthy tissue, they only impact the tumor.","Direct multiple ray emitting machines toward the tumor, and power them at the same time, so that the tumor will receive enough radiation to be destroyed without any healthy tissue being damaged, since the total amount of radiation will be divided into several points of impact.",Female,,Non-Hispanic White or Euro-American,55 - 64,Everything was clear.
633,12/7/18 9:55,R_yPHUwUeXvWPeQQV,,,,,,The story of the general of the very natural of the story of the very summarize,The fire chief in the story of the very thing and the story,Good,The story of the seemed of the very natural of the stories,Agree,very nice,Very natural,Female,,Latino or Hispanic American,18 - 24,nice
1153,12/7/18 10:00,R_2CqdiTKKLVOtfgG,llll,lggyguhbjh,Intermediate,jkjjjk,Moderately Agree,,,,,,jhkhhjj,huihuihujh,Male,,South Asian or Indian American,35 - 44,jihjnjnjknjkjk
559,12/7/18 10:01,R_1kTdtESwJtWy5mY,,,,,,"A small country was ruled from a strong fortress by a dictator. The general knew that an attack by his entire army would capture the fortress. Each group continued down its road to the fortress so that the entire army arrived together at the fortress at the same time. In this way, the general captured the fortress and overthrew the dictator. As soon as the last man was prepared, the chief gave a shout and everyone threw their bucket of water at the tire. ","One night a fire broke out in a wood shed full of timber on Mr. Johnson‰Ûªs place. As soon as he saw flames he sounded the alarm, and within minutes dozens of neighbors were on the scene armed with buckets. The shed was already burning fiercely, and everyone was afraid that if it wasn‰Ûªt controlled quickly the house would go up next. Fortunately, the shed was right beside a lake, so there was plenty of water available. If a large volume of water could hit the fire at the same time, it would be extinguished. But with only small buckets to work with, it was hard to make any headway. The fire seemed to evaporate each bucket of water before it hit the wood. It looked like the house was doomed. Just then the fire chief arrived. He immediately took charge and organized everyone. He had everyone fill their bucket and then wait in a circle surrounding the burning shed. As soon as the last man was prepared, the chief gave a shout and everyone threw their bucket of water at the tire. The force of all the water together dampened the fire right down, and it was quickly brought under control, Mr. Johnson was relieved that his house was saved, and the village council voted the tire chief a raise in pay.",Good,"A small country was ruled from a strong fortress by a dictator. The general knew that an attack by his entire army would capture the fortress. Each group continued down its road to the fortress so that the entire army arrived together at the fortress at the same time. In this way, the general captured the fortress and overthrew the dictator. As soon as the last man was prepared, the chief gave a shout and everyone threw their bucket of water at the tire. ",Strongly Agree,"The Tumor and the Fortress The fact that people can impose coherent interpretations on messy, ambiguous.","Analogical Problem Solving. Suppose you are a doctor faced with a patient who has a malignant tumor in his stomach. It is impossible to operate of the patient, but unless the tumor is destroyed the patient will die. There is a kind of ray that can be used to destroy the tumor.",Female,,South Asian or Indian American,35 - 44,It is good work and very interesting.
294,12/7/18 10:06,R_3GBOy5g89N7YmaS,,,,,,"A little nation was ruled from a solid post by a despot. The fortification was arranged amidst the nation, encompassed by homesteads and towns. Numerous streets prompted the post through the field. A radical general promised to catch the fortification. The general realized that an assault by his whole armed force would catch the stronghold. He accumulated his military at the head of one of the streets, prepared to dispatch a full-scale coordinate assault. In any case, the general at that point discovered that the tyrant had planted mines on every one of the streets. The mines were set with the goal that little groups of men could ignore them securely, since the despot expected to move his troops and specialists to and from the fortification. In any case, any substantial power would explode the mines. In addition to the fact that this would explode the street, yet it would likewise demolish many neighboring towns. It in this way appeared to be difficult to catch the fortification. Be that as it may, the general formulated a basic arrangement. He separated his military into little gatherings and dispatched each gathering to the leader of an alternate street. At the point when all was prepared he gave the flag and each gathering walked down an alternate street. Each gathering proceeded down its street to the stronghold with the goal that the whole armed force arrived together at the post in the meantime. Along these lines, the general caught the fortification and toppled the tyrant.","One night a fire broke out in a wood shed loaded with timber on Mr. Johnson's place. When he saw blazes he sounded the caution, and inside minutes many neighbors were on the scene outfitted with pails. The shed was at that point consuming wildly, and everybody was worried about the possibility that that on the off chance that it wasn't controlled rapidly the house would go up straightaway. Luckily, the shed was ideal adjacent to a lake, so there was a lot of water accessible. In the event that an expansive volume of water could hit the fire in the meantime, it would be stifled. Be that as it may, with just little cans to work with, it was difficult to make any headwa",Good,yes nice story,Agree,"these problems happen when radiation damages your body. For example, scar tissue can affect the way your lungs or your heart works. Bladder, bowel, fertility, and sexual problems can start after radiation to your belly or pelvis. Another possible late effect is a second cancer.J","these problems happen when radiation damages your body. For example, scar tissue can affect the way your lungs or your heart works. Bladder, bowel, fertility, and sexual problems can start after radiation to your belly or pelvis. Another possible late effect is a second cancer.J",Female,,"Black, Afro-Caribbean, or African American",25 - 34,very nice and useful of knowledge
818,12/7/18 10:07,R_2rxblMKWZIO4Rwk,"Located in the centre of Adelaide‰Ûªs food and culinary hub and celebrating the clean, green food we produce in South Australia, The General Story brings to life some of the commonly wasted household food items to personally tell their story and to learn about how we can better use the food we buy, minimise food waste and reduce our carbon emissions.
","A firefighter who is head of their department is called a fire chief. They generally oversee and manage their firefighting team. This position necessitates years of satisfactory experience, additional fire training, and usually college coursework, as this job is received by promotion.
",Good,There are need Freedoms,Agree,,,,,,use a lower sufficienty system no one tissue are there,Please use a possible operate system and there aslo no isuue coming,Female,,Non-Hispanic White or Euro-American,25 - 34,Very learning survey 
568,12/7/18 10:10,R_2AKlajNpEiTA8K8,,,,,,"The fortress assembled his military at the head of one of the streets, prepared to dispatch a full-scale coordinate assault. Be that as it may, the general at that point discovered that the despot had planted mines on every one of the streets. The mines were set with the goal that little assortments of men could disregard them securely, since the despot expected to move his troops and specialists to and from the stronghold. Be that as it may, any huge power would explode the mines. In addition to the fact that this would explode the street, however it would likewise obliterate many neighboring towns.","there was a lot of water accessible. On the off chance that an extensive volume of water could hit the fire in the meantime, it would be smothered. Be that as it may, with just little basins to work with, it was difficult to make any progress. The fire appeared to dissipate each basin of water before it hit the wood. It resembled the house was damned. Simply then the fire boss arrived. He promptly assumed responsibility and sorted out everybody",Good,The two stories about the saved the something in the story,Moderately Agree,"Rays reach the tumor all at once at a sufficiently high intensity, the tumor will be destroyed","Rays reach the tumor all at once at a sufficiently high intensity, the tumor will be destroyed",Female,,Non-Hispanic White or Euro-American,25 - 34,This is very good study and very well task
918,12/7/18 10:12,R_1GHA6CiStDRGkuh,The fortress was surrounded by many roads that were rigged with mine bombs. The rebel general figured out that small bodies of men could pass over these bombs without detonating them. So he split his entire army into small groups. Then they advanced at the same time on all these roads to capture the fortress. ,Throwing a bucket of water here and there wasn't doing much to distinguish the fire. The fire chief got everyone to wait in a circle with their full bucket of water to throw the water at the same time onto the fire. This helped extinguish the fire and saved the house. The fire chief got a raise.,Good,"When you can't attack a problem with entire force directly, break up your force into smaller groups and approach from different angles at the same time. This can be just as effective, if not more, in tackling issues. ",Strongly Agree,,,,,,chemotherapy,Attack the tumor by using numerous rays at the same time from different angles.,Female,,East Asian or Asian American,35 - 44,"The 12 minute timer was too short. It took me almost 15 minutes to finish this HIT, and I felt rushed. I will reach out to Amazon to try to contact you as I expect to get paid. It is a policy violation to Amazon to set the timer too short so we can't submit the HIT to get paid. "
399,12/7/18 10:12,R_25NMirL3qfVEYlb,VERY INTERESTING OF THE SURVEY,VERY EXCELLENT,Good,NO COMMENTS,Agree,,,,,,WONDERFUL OF THE STORY  IS VERY GOOD.,NO COMMENTS,Male,,South Asian or Indian American,25 - 34,EXCELLENT OF THE WORK.
319,12/7/18 10:14,R_shCeVhlzDWEHPuF,,,,,,he wanted to take over some land and used mines to detonate in order to get what he wanted,the fire was out of control and buckets barely worked until they used them all at once and that worked.,Intermediate,they managed to problem solve by thinking outside the box,Moderately Agree,put a metal ring around the area to focus the beam,by having the beam focused.,Female,,Non-Hispanic White or Euro-American,25 - 34,
